id_dokumen;par_id;tanggal;unit;jenis_laporan;paragraf_raw;paragraf_chars;paragraf_clean;topic_id;topic_score;pestle
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;70;2023;BPOM;dokumen_kebijakan;16 LAPORAN TAHUNAN | 2023 Ambon, Februari 2023 Sinergi BPOM dan Pemprov Maluku: Mengangkat Kejayaan Rempah dan;110;lapor tahun 2023 ambon februari 2023 sinergi bpom pemprov malu angkat jaya rempah;3;0.9475135679630863;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;71;2023;BPOM;dokumen_kebijakan;Pemberdayaan UMK Yayasan Benih Baik, GAPMMI, dan industri pangan olahan yang berkomitmen sebagai;96;daya umk yayasan benih baik gapmmi industri pangan olah komitmen;4;0.5343691956680973;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;72;2023;BPOM;dokumen_kebijakan;Orang Tua Angkat (OTA) bagi UMK Pangan Olahan di Maluku. Rangkaian kegiatan meliputi Focus Group;96;orang tua angkat ota bagi umk pangan olah malu rangkai giat liput focus group;2;0.7586653882431637;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;73;2023;BPOM;dokumen_kebijakan;Discussion (FGD) tentang pengembangan Maluku yang dikenal sebagai penghasil potensi kekayaan rempah di Indonesia;112;discussion fgd tentang kembang malu kenal hasil potensi kaya rempah indonesia;3;0.7679952535497426;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;74;2023;BPOM;dokumen_kebijakan;rempah-rempah terbesar di Indonesia, Timur, pendampingan kepada pelaku telah lama dikenal di mancanegara. Selain usaha jamu gendong dan UMK pangan;146;rempah rempah besar indonesia timur damping kepada laku telah lama kenal mancanegara selain usaha jamu gendong umk pangan;1;0.48523997770741173;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;75;2023;BPOM;dokumen_kebijakan;itu, juga banyak ditumbuhi tanaman khas olahan, desk regulatory assistance, serta;81;juga banyak tumbuh tanam khas olah desk regulatory assistance;4;0.5067482231776509;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;76;2023;BPOM;dokumen_kebijakan;daerah Indonesia Timur. Usaha Mikro pameran produk. BPOM juga membuka Kecil (UMK) pun berkembang dengan kesempatan pendampingan UMK melalui;139;daerah indonesia timur usaha mikro pamer produk bpom juga buka kecil umk pun kembang sempat damping umk;4;0.5884081624079414;Political
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;77;2023;BPOM;dokumen_kebijakan;memproduksi pangan olahan dan obat desk regulatory assistance dan memberikan tradisional berbahan baku lokal. Sebagai kesempatan diskusi daring dengan;150;produksi pangan olah obat desk regulatory assistance beri tradisional bahan baku lokal sempat diskusi daring;4;0.6560894837037275;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;78;2023;BPOM;dokumen_kebijakan;wujud keberpihakan terhadap UMK di Indonesia Trade Promotion Center (ITPC) wilayah Maluku, BPOM bersama Pemerintah terkait peluang ekspor. Selain itu, BPOM;155;wujud pihak umk indonesia trade promotion center itpc wilayah malu bpom sama perintah kait peluang ekspor selain bpom;3;0.9557001605678891;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;79;2023;BPOM;dokumen_kebijakan;Provinsi Maluku bersinergi dalam kegiatan mendukung stikerisasi jamu gendong untuk;82;provinsi malu sinergi giat dukung stiker jamu gendong;1;0.4603565987511485;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;80;2023;BPOM;dokumen_kebijakan;“Membangun Kejayaan Baru Jalur Rempah meningkatkan kepercayaan dan daya saing Indonesia”. Kegiatan ini melibatkan produk.;121;bangun jaya baru jalur rempah tingkat percaya daya saing indonesia giat libat produk;3;0.49128890806019554;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;81;2023;BPOM;dokumen_kebijakan;koordinasi dengan Komunitas Empu, Yogyakarta, Kolaborasi Multihelix Wujudkan Café;81;koordinasi komunitas empu yogyakarta kolaborasi multihelix wujud caf;5;0.446922849724164;Political
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;82;2023;BPOM;dokumen_kebijakan;Acaraki GAMA dan Jamu Goes to Campus BPOM meresmikan kafe jamu pertama di lingkungan perguruan tinggi, yaitu Café Jamu;118;acaraki gama jamu goes campus bpom resmi kafe jamu pertama lingkung guru tinggi caf jamu;1;0.9599934717752165;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;83;2023;BPOM;dokumen_kebijakan;Acaraki GAMA yang berlokasi di Fakultas Farmasi Universitas Gadjah Mada (UGM). Kegiatan;87;acaraki gama lokasi fakultas farmasi universitas gadjah mada ugm giat;2;0.9301949372433839;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;84;2023;BPOM;dokumen_kebijakan;ini dilakukan bersamaan dengan talkshow “Jamu Goes to Campus” sebagai bagian dari;81;laku sama talkshow jamu goes campus bagi;1;0.9161682415614311;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;85;2023;BPOM;dokumen_kebijakan;rangkaian program BPOM Goes To Campus. BPOM meluncurkan program BPOM Goes to Campus ini bertujuan untuk membangun kerja sama multihelix dengan akademisi dalam;158;rangkai program bpom goes campus bpom luncur program bpom goes campus tuju bangun kerja sama multihelix akademisi;5;0.72664420714857;Political
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;86;2023;BPOM;dokumen_kebijakan;rangka mengembangkan Obat Bahan Alam dalam mendukung kemandirian nasional. Peresmian Café Jamu Acaraki dilakukan secara simbolis dengan pengguntingan pita yang;159;rangka kembang obat bahan alam dukung mandiri nasional resmi caf jamu acaraki laku cara simbolis gunting pita;1;0.9619277234028228;Political
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;87;2023;BPOM;dokumen_kebijakan;dilakukan oleh Kepala BPOM bersama dengan Rektor UGM dan Direktur PT Acaraki Nusantara;86;laku kepala bpom sama rektor ugm direktur acaraki nusantara;3;0.4849077277793224;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;88;2023;BPOM;dokumen_kebijakan;Persada. Kepala BPOM menyampaikan apresiasinya kepada pihak perguruan tinggi, dalam;83;persada kepala bpom sampai apresiasi kepada pihak guru tinggi;3;0.9476855669024431;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;89;2023;BPOM;dokumen_kebijakan;hal ini Fakultas Farmasi UGM, atas kolaborasi terhadap inovasi yang telah dilaksanakan;86;hal fakultas farmasi ugm atas kolaborasi inovasi telah laksana;3;0.5023985911832369;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;90;2023;BPOM;dokumen_kebijakan;karena dapat mendukung pelestarian Jamu sebagai warisan budaya. Sekaligus untuk semakin memperkenalkan Jamu kepada kaum milenial dan generasi muda.;147;dapat dukung lestari jamu waris budaya sekaligus makin kenal jamu kepada kaum milenial generasi muda;2;0.5354562752315054;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;91;2023;BPOM;dokumen_kebijakan;LAPORAN TAHUNAN | 2023 17 BPOM Kembali Tindak Pelanggaran Pabrik Kosmetika Ilegal;81;lapor tahun 2023 bpom kembali tindak langgar pabrik kosmetika ilegal;3;0.7738317850109604;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;92;2023;BPOM;dokumen_kebijakan;BPOM sebagai otoritas regulatori Obat dan Makanan secara proaktif melakukan pengawasan keamanan, mutu, dan khasiat/manfaat Obat dan Makanan, termasuk;149;bpom otoritas regulator obat makan cara proaktif laku awas aman mutu khasiat manfaat obat makan masuk;3;0.9690077956330232;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;93;2023;BPOM;dokumen_kebijakan;kosmetika. Langkah proaktif BPOM salah satunya dengan menindak pabrik kosmetika yang;84;kosmetika langkah proaktif bpom salah satu tindak pabrik kosmetika;1;0.9353501030987265;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;94;2023;BPOM;dokumen_kebijakan;melakukan proses produksi secara ilegal. BPOM kembali melakukan penindakan pabrik;81;laku proses produksi cara ilegal bpom kembali laku tindak pabrik;1;0.5699926786604466;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;95;2023;BPOM;dokumen_kebijakan;Kosmetik ilegal di wilayah Jakarta Utara yang diduga memproduksi kosmetika Tanpa Izin;85;kosmetik ilegal wilayah jakarta utara duga produksi kosmetika tanpa izin;1;0.7134616808434856;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;96;2023;BPOM;dokumen_kebijakan;Edar (TIE) dan mengandung bahan yang dilarang dalam kosmetika. Hasil temuan dari penindakan tersebut adalah barang bukti yang bernilai total Rp7,7;146;edar tie kandung bahan larang kosmetika hasil temu tindak barang bukti nila total rp7;4;0.6133671163833482;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;97;2023;BPOM;dokumen_kebijakan;miliar. Barang bukti yang diamankan, antara lain bahan baku berupa bahan kimia Obat;83;miliar barang bukti aman antara lain bahan baku upa bahan kimia obat;1;0.5376790899317985;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;98;2023;BPOM;dokumen_kebijakan;seperti Hidroquinon, Asam Retinoat, Deksametason, Mometason Furoat, Asam Salisilat,;83;seperti hidroquinon asam retinoat deksametason mometason furoat asam salisilat;1;0.791344168317101;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;99;2023;BPOM;dokumen_kebijakan;Fluocinolone, Metronidazol, Ketokonazol, Betametason, dan Asam Traneksamat senilai Rp4,3;88;fluocinolone metronidazol ketokonazol betametason asam traneksamat nila rp4;1;0.7218520158786624;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;100;2023;BPOM;dokumen_kebijakan;miliar;;;;;
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;101;2023;BPOM;dokumen_kebijakan;juta;;;;;
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;102;2023;BPOM;dokumen_kebijakan;berbagai macam krim tanpa merek senilai Rp1,4 miliar. Gelar Workshop Pengadaan Barang/Jasa;90;bagai macam krim tanpa merek nila rp1 miliar gelar workshop ada barang jasa;2;0.9506359884225053;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;103;2023;BPOM;dokumen_kebijakan;Pemerintah, BPOM Fokus pada Percepatan Pengadaan Produk Dalam Negeri untuk Dukung Kinerja;89;perintah bpom fokus cepat ada produk negeri dukung kerja;3;0.9302608212097058;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;104;2023;BPOM;dokumen_kebijakan;“Bangkit Produk Dalam Negeri, Menuju Kemandirian Bangsa” adalah tema yang diusung pada;86;bangkit produk negeri tuju mandiri bangsa tema usung;3;0.9160986569604214;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;105;2023;BPOM;dokumen_kebijakan;kegiatan Workshop Pengadaan Barang/Jasa Pemerintah. Workshop Pengadaan Barang/ Jasa Pemerintah ini diselenggarakan dengan tujuan memastikan penerapan amanat;156;giat workshop ada barang jasa perintah workshop ada barang jasa perintah selenggara tuju pasti terap amanat;2;0.9119966017211474;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;106;2023;BPOM;dokumen_kebijakan;Instruksi Presiden Nomor 2 Tahun 2022 tentang Percepatan Peningkatan Penggunaan Produk Dalam Negeri dan Produk Usaha Mikro, Usaha Kecil, dan Koperasi Dalam Rangka;162;instruksi presiden nomor tahun 2022 tentang cepat tingkat guna produk negeri produk usaha mikro usaha kecil koperasi rangka;3;0.6778190072288865;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;107;2023;BPOM;dokumen_kebijakan;Menyukseskan Gerakan Nasional Bangga Buatan Indonesia pada Pelaksanaan Pengadaan;80;sukses gera nasional bangga buat indonesia laksana ada;1;0.6792508964065738;Political
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;108;2023;BPOM;dokumen_kebijakan;Barang/Jasa Pemerintah. Kegiatan ini diikuti secara hybrid oleh 184 peserta yang berasal dari seluruh satuan kerja di;117;barang jasa perintah giat ikut cara hybrid 184 serta asal seluruh satu kerja;1;0.40629504412242556;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;109;2023;BPOM;dokumen_kebijakan;lingkungan BPOM, terdiri dari Kuasa Pengguna Anggaran (KPA), Pejabat Pembuat Komitmen;85;lingkung bpom diri kuasa guna anggar kpa jabat buat komitmen;3;0.49741955888599726;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;110;2023;BPOM;dokumen_kebijakan;(PPK), Pejabat Pengadaan (PP), dan Jabatan Fungsional Pengadaan Barang/Jasa (JFPBJ).;84;ppk jabat ada jabat fungsional ada barang jasa jfpbj;2;0.9304699925491897;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;111;2023;BPOM;dokumen_kebijakan;Kegiatan dibuka secara langsung oleh Kepala BPOM serta menghadirkan narasumber dari lintas sektor terkait, antara lain Lembaga Kebijakan Pengadaan Barang/Jasa;158;giat buka cara langsung kepala bpom hadir narasumber lintas sektor kait antara lain lembaga bijak ada barang jasa;2;0.39242979650026744;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;112;2023;BPOM;dokumen_kebijakan;Pemerintah (LKPP), Kementerian Koordinasi Bidang Kemaritiman dan Investasi, Kementerian;87;perintah lkpp menteri koordinasi bidang maritim investasi menteri;2;0.7267534372053365;Political
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;113;2023;BPOM;dokumen_kebijakan;Pendayagunaan Aparatur Negara dan Reformasi Birokrasi (Kementerian PANRB), Badan Riset;86;pendayagunaan aparatur negara reformasi birokrasi menteri panrb badan riset;4;0.7809647959837641;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;114;2023;BPOM;dokumen_kebijakan;dan Inovasi Nasional (BRIN), Badan Pemeriksa Keuangan (BPK), dan Akademisi Universitas;86;inovasi nasional brin badan periksa uang bpk akademisi universitas;0;0.5188635931008798;Political
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;115;2023;BPOM;dokumen_kebijakan;18 LAPORAN TAHUNAN | 2023 Talkshow Farmakovigilans: Membangun Sistem Farmakovigilans yang Efektif untuk Mengawal;112;lapor tahun 2023 talkshow farmakovigilans bangun sistem farmakovigilans efektif awal;3;0.6321328191448804;Technological
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;116;2023;BPOM;dokumen_kebijakan;Penggunaan Obat Dalam Rangka Keselamatan Pasien (Patient Safety) “Pelaporan Kejadian Tidak Diinginkan (KTD)/Efek Samping Obat (ESO) merupakan indikator;151;guna obat rangka selamat pasien patient safety lapor jadi tidak ingin ktd efek samping obat eso rupa indikator;3;0.9746816732323131;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;117;2023;BPOM;dokumen_kebijakan;penting yang menunjukkan bagaimana pemantauan keamanan Obat di suatu negara berjalan dengan baik. Untuk itu, BPOM memerlukan dukungan peran aktif dari semua lintas;163;penting tunjuk bagaimana pantau aman obat suatu negara jalan baik bpom perlu dukung peran aktif semua lintas;3;0.7248598285120976;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;118;2023;BPOM;dokumen_kebijakan;sektor yang terlibat, yaitu industri farmasi, tenaga kesehatan, dan pasien atau masyarakat;90;sektor libat industri farmasi tenaga sehat pasien masyarakat;3;0.6143751045094833;Social
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;119;2023;BPOM;dokumen_kebijakan;sebagai pengguna Obat”. Hal tersebut disampaikan Kepala BPOM saat memberikan sambutannya pada kegiatan Talkshow Farmakovigilans bertema Membangun Sistem;152;guna obat hal sampai kepala bpom saat beri sambut giat talkshow farmakovigilans tema bangun sistem;1;0.49151222271224243;Technological
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;120;2023;BPOM;dokumen_kebijakan;Farmakovigilans yang Efektif untuk Mengawal Penggunaan Obat Dalam Rangka Keselamatan Pasien (Patient Safety).;109;farmakovigilans efektif awal guna obat rangka selamat pasien patient safety;3;0.8730144556997153;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;121;2023;BPOM;dokumen_kebijakan;Talkshow yang dilaksanakan secara hybrid ini dihadiri oleh para narasumber dan penanggap;88;talkshow laksana cara hybrid hadir para narasumber tanggap;1;0.6093816972644012;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;122;2023;BPOM;dokumen_kebijakan;dari lintas K/L terkait dan juga Tim Ahli Monitoring Efek Samping Obat (MESO). Selain itu, turut;96;lintas kait juga tim ahli monitoring efek samping obat meso selain turut;3;0.4188981862150699;Technological
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;123;2023;BPOM;dokumen_kebijakan;diikuti oleh perwakilan WHO Indonesia, perwakilan asosiasi profesi kesehatan, perwakilan;88;ikut wakil who indonesia wakil asosiasi profesi sehat wakil;0;0.5164785677619923;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;124;2023;BPOM;dokumen_kebijakan;asosiasi industri farmasi, perwakilan akademisi dari perguruan tinggi di Indonesia, serta;89;asosiasi industri farmasi wakil akademisi guru tinggi indonesia;1;0.4947068484822327;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;125;2023;BPOM;dokumen_kebijakan;perwakilan tenaga kesehatan dari fasilitas pelayanan kesehatan. 28-30 Rapat Kerja Nasional (Rakernas);101;wakil tenaga sehat fasilitas layan sehat rapat kerja nasional rakernas;1;0.6977222864297016;Political
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;126;2023;BPOM;dokumen_kebijakan;BPOM Tahun 2023 Kegiatan ini dibuka oleh Kepala BPOM dan diikuti oleh seluruh unit kerja di lingkungan;102;bpom tahun 2023 giat buka kepala bpom ikut seluruh unit kerja lingkung;3;0.6113708226067507;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;127;2023;BPOM;dokumen_kebijakan;BPOM dan Unit Pelaksana Teknis (UPT) di seluruh Indonesia. Tema Rakernas 2023 adalah;84;bpom unit laksana teknis upt seluruh indonesia tema rakernas 2023;3;0.5344859377162159;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;128;2023;BPOM;dokumen_kebijakan;“Mendorong Daya Saing Industri Nasional melalui Pendampingan Regulatori dan Percepatan;86;dorong daya saing industri nasional damping regulator cepat;3;0.7124881606772558;Political
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;129;2023;BPOM;dokumen_kebijakan;Pelayanan Dunia Usaha “. Tujuan penyelenggaraan Rakernas adalah untuk menyusun dokumen perencanaan;98;layan dunia usaha tuju selenggara rakernas susun dokumen rencana;5;0.6908917112002837;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;130;2023;BPOM;dokumen_kebijakan;Rencana Kerja (Renja) BPOM Tahun Anggaran 2024, dimana seluruh unit kerja berdiskusi;84;rencana kerja renja bpom tahun anggar 2024 mana seluruh unit kerja diskus;3;0.9559608322679024;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;131;2023;BPOM;dokumen_kebijakan;untuk memberikan masukan terhadap Arah Kebijakan dan Program Prioritas 2024 serta;81;beri masuk arah bijak program prioritas 2024;3;0.8538057910516822;Political
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;132;2023;BPOM;dokumen_kebijakan;Program Prioritas dan Kegiatan Strategis Unit Eselon I dan II untuk mencapai Efektivitas;88;program prioritas giat strategis unit eselon capai efektivitas;3;0.9238256197713521;Political
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;133;2023;BPOM;dokumen_kebijakan;Pengawasan Obat dan Makanan yang sejalan dengan Rencana Kerja Pemerintah (RKP) 2024. Selain itu, pada Rakernas dilakukan juga pembahasan terkait definisi operasional dan;169;awas obat makan jalan rencana kerja perintah rkp 2024 selain rakernas laku juga bahas kait definisi operasional;3;0.9635758882559112;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;134;2023;BPOM;dokumen_kebijakan;target Rincian Output UPT tahun 2024, sebagai bahan rancangan awal Renja yang akan;82;target rincian output upt tahun 2024 bahan rancang awal renja akan;3;0.7262011554582638;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;135;2023;BPOM;dokumen_kebijakan;dibahas pada pertemuan dengan Kementerian PPN/ Bappenas dan Kementerian Keuangan.;81;bahas temu menteri ppn bappenas menteri uang;1;0.5576710778531798;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;136;2023;BPOM;dokumen_kebijakan;LAPORAN TAHUNAN | 2023 19 April 2023 Produk Pangan Hewani Indonesia Siap Masuk Pasar Arab Saudi.;96;lapor tahun 2023 april 2023 produk pangan hewani indonesia siap masuk pasar arab saudi;3;0.3515818055080371;Uncategorized
